Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
44.96,50,52802.0,132.71,Focused fresh-thinking Graphic Interface,South Peter,1,Heard Island and McDonald Islands,2016-01-02 12:25:36,1
39.56,41,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,1,Western Sahara,2016-05-13 11:57:12,1
39.76,28,35350.55,196.83,Integrated maximized service-desk,Pottermouth,1,Liberia,2016-02-08 14:02:22,1
57.11,22,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,1,Dominican Republic,2016-06-07 23:46:51,0
83.26,40,70225.6,187.76,Decentralized foreground infrastructure,Alanview,1,Tonga,2016-01-02 14:36:03,0
69.42,25,65791.17,213.38,Quality-focused hybrid frame,Carterport,0,Lao People's Democratic Republic,2016-02-13 04:16:08,0
50.6,30,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,1,United States of America,2016-05-03 12:57:19,1
46.2,37,51315.38,119.3,Distributed maximized ability,Welchshire,0,Belgium,2016-04-03 11:38:36,1
66.88,35,62790.96,119.47,Polarized bifurcated array,Russellville,1,Indonesia,2016-03-23 19:58:15,1
83.97,40,66291.67,158.42,Progressive asynchronous adapter,West Lisa,1,Croatia,2016-02-02 11:49:18,0
76.56,30,68030.18,213.75,Business-focused high-level hardware,Greentown,0,Brunei Darussalam,2016-03-08 10:39:16,0
35.49,48,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,0,American Samoa,2016-04-08 14:35:44,1
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,1,Netherlands Antilles,2016-06-30 00:40:31,0
50.19,40,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,0,Thailand,2016-03-25 19:02:35,1
59.12,33,28210.03,124.54,Synergistic stable infrastructure,Silvaton,0,Greece,2016-05-12 21:32:06,1
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,1,French Polynesia,2016-03-02 05:11:01,0
59.7,28,49158.5,120.25,Expanded zero administration attitude,Florestown,0,Guernsey,2016-05-10 14:12:31,1
67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,1,Isle of Man,2016-03-03 02:59:37,1
81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,0,Holy See (Vatican City State),2016-07-04 11:03:49,0
81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,1,El Salvador,2016-07-08 03:47:41,0
41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,0,China,2016-05-27 05:35:27,1
73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,0,Myanmar,2016-02-10 13:46:35,0
58.35,37,70232.95,132.63,Universal asymmetric workforce,Rivasland,0,Macao,2016-06-12 21:21:53,1
51.56,46,63102.19,124.85,Business-focused client-driven forecast,Helenborough,0,Australia,2016-01-07 13:58:51,1
79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,0,United States Virgin Islands,2016-05-13 14:12:39,0
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,0,Mexico,2016-05-02 00:01:56,0
58.21,37,47575.44,105.94,Open-source global strategy,Pattymouth,0,Djibouti,2016-02-07 17:06:35,1
66.12,49,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,0,Cote d'Ivoire,2016-02-15 07:27:41,1
80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,1,Mali,2016-02-21 05:23:28,0
77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,0,Jamaica,2016-03-20 22:27:25,0
49.99,41,61068.26,121.07,Profound bottom-line standardization,New Charleschester,0,Romania,2016-03-24 09:34:00,1
80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,0,Cayman Islands,2016-04-04 20:01:12,1
79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,1,Gambia,2016-01-02 04:50:44,0
57.86,30,18819.34,166.86,Horizontal modular success,Estesfurt,0,Algeria,2016-07-08 17:14:01,1
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,1,Puerto Rico,2016-03-28 19:48:37,0
84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,1,Norfolk Island,2016-07-11 09:32:53,0
59.13,44,49525.37,106.04,Upgradable heuristic system engine,South Lisa,1,Turkey,2016-06-09 17:11:02,1
81.51,41,53412.32,250.03,Future-proofed modular utilization,Kingshire,0,Guinea,2016-05-19 09:30:12,0
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,1,Moldova,2016-04-12 12:35:39,1
84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,1,Greece,2016-07-04 23:17:47,0
82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,0,American Samoa,2016-02-01 00:52:29,1
59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,1,Honduras,2016-01-13 02:39:00,1
35.0,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,1,Mongolia,2016-06-18 16:02:34,1
46.61,42,65856.74,136.18,Progressive intermediate throughput,Catherinefort,0,Ethiopia,2016-01-01 20:17:49,1
63.26,29,54787.37,120.46,Customizable holistic archive,East Donna,1,Ethiopia,2016-03-02 04:02:45,1
79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,1,Sri Lanka,2016-03-30 20:23:48,0
67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,0,Morocco,2016-05-01 00:23:13,1
79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,1,United Arab Emirates,2016-06-17 03:02:55,0
66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,0,Western Sahara,2016-03-23 08:52:31,0
43.65,39,63649.04,138.87,Business-focused background synergy,North Aaronburgh,0,Western Sahara,2016-05-08 22:24:27,1
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,2016-04-06 05:55:43,0
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,0,New Zealand,2016-04-05 05:54:15,1
89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,1,Australia,2016-04-16 12:26:31,0
65.1,49,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,1,Bulgaria,2016-06-01 03:44:42,1
53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,1,Libyan Arab Jamahiriya,2016-04-04 22:00:15,1
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,0,Barbados,2016-06-26 04:22:26,0
91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,1,French Polynesia,2016-07-07 03:55:01,0
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,0,Uruguay,2016-03-20 08:22:50,0
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,1,Uruguay,2016-04-20 10:04:29,0
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,0,Brazil,2016-03-25 05:05:27,0
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,0,Venezuela,2016-02-14 07:15:37,0
84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,0,Myanmar,2016-03-26 00:32:02,0
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,1,Malta,2016-07-05 22:33:48,0
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,1,Jamaica,2016-03-14 03:29:12,0
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,2016-05-30 02:34:25,0
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,0,Algeria,2016-03-07 22:32:15,0
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,1,Tuvalu,2016-03-19 00:27:58,1
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,0,Georgia,2016-06-18 05:17:33,0
42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,0,Cambodia,2016-07-11 18:12:43,1
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,0,Guam,2016-01-01 08:27:06,0
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,2016-04-07 01:57:38,0
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,0,Indonesia,2016-02-28 22:02:14,0
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,1,Somalia,2016-06-26 17:25:55,0
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,0,Belize,2016-01-21 04:30:43,0
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,1,Serbia,2016-05-01 21:46:37,0
56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,0,Australia,2016-02-14 10:06:49,1
44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,1,Guam,2016-01-27 18:25:42,1
38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,1,Christmas Island,2016-06-16 20:24:33,1
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,0,Papua New Guinea,2016-07-21 10:01:50,0
56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,1,Bahamas,2016-04-21 18:31:27,1
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,0,Comoros,2016-07-20 01:56:33,0
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,1,Western Sahara,2016-02-26 17:14:14,0
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,1,Nicaragua,2016-01-16 17:56:05,0
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,2016-04-01 01:57:12,1
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,1,Vanuatu,2016-06-24 08:42:20,1
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,1,Bolivia,2016-05-27 18:45:35,0
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,0,Malawi,2016-05-26 15:40:12,0
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,2016-04-06 01:19:08,1
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,1,Nepal,2016-01-08 19:38:45,0
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,0,United Kingdom,2016-02-24 19:08:11,1
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,0,Albania,2016-03-10 07:07:31,0
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,2016-04-29 07:49:01,0
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,2016-04-10 16:08:09,0
50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,0,Yemen,2016-04-27 18:25:30,1
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,1,India,2016-05-10 04:28:55,0
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,0,Puerto Rico,2016-01-03 23:21:26,0
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,1,United States Virgin Islands,2016-02-15 16:52:04,1
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,0,Antigua and Barbuda,2016-03-09 02:07:17,1
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,0,French Guiana,2016-01-09 17:33:03,1
37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,1,Antigua and Barbuda,2016-02-03 05:47:09,1
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,0,Turkmenistan,2016-01-02 09:30:11,0
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,1,Honduras,2016-01-04 07:28:43,0
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,0,Seychelles,2016-01-07 21:21:50,0
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,0,Cyprus,2016-07-24 00:22:16,1
65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,0,Saint Pierre and Miquelon,2016-02-13 13:57:53,1
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,0,Poland,2016-05-08 10:25:08,1
68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,0,Taiwan,2016-02-17 18:50:57,1
56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,1,Cote d'Ivoire,2016-01-22 19:43:53,1
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,1,Micronesia,2016-07-20 13:21:37,0
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,0,Liberia,2016-01-05 20:58:42,0
43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,0,Saudi Arabia,2016-01-29 05:39:16,1
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,0,Nepal,2016-06-17 20:18:27,0
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,0,Ghana,2016-02-23 13:55:48,1
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,0,Iran,2016-07-09 11:18:02,1
57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,0,New Zealand,2016-03-19 11:09:36,1
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,1,Libyan Arab Jamahiriya,2016-01-29 07:14:04,0
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,0,Sri Lanka,2016-06-14 07:02:09,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,1,United Arab Emirates,2016-05-18 03:19:03,1
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,1,Indonesia,2016-01-30 09:54:03,1
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,2016-04-25 16:58:50,0
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,1,Mongolia,2016-01-14 16:30:38,0
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,0,Honduras,2016-07-06 05:34:52,0
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,0,Papua New Guinea,2016-04-07 10:51:05,1
84.0,48,46868.53,136.21,Inverse discrete extranet,Robertside,1,Kyrgyz Republic,2016-04-17 05:08:52,1
52.13,50,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,1,Ethiopia,2016-01-28 17:03:54,1
71.83,40,22205.74,135.48,Diverse background ability,Costaburgh,1,Rwanda,2016-02-18 22:42:33,1
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,1,Kyrgyz Republic,2016-06-24 21:09:58,0
50.18,35,63006.14,127.82,Customizable hybrid system engine,Sandrashire,1,Grenada,2016-06-20 04:24:41,1
64.67,51,24316.61,138.35,Horizontal incremental website,Andersonfurt,1,Togo,2016-02-14 16:33:29,1
69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,0,Pakistan,2016-02-27 13:51:44,0
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,1,Falkland Islands (Malvinas),2016-05-07 15:16:07,0
62.06,40,63493.6,116.27,Digitized radical array,East Rachaelfurt,1,Jersey,2016-03-16 20:10:53,1
84.29,30,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,1,Cayman Islands,2016-06-26 02:06:59,1
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,0,South Africa,2016-07-17 14:26:04,1
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,1,Micronesia,2016-01-28 16:42:36,1
75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,1,Tajikistan,2016-06-16 18:04:51,0
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,1,Bolivia,2016-06-19 23:21:38,0
67.76,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,0,Cameroon,2016-05-24 17:42:58,0
40.01,53,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,0,Ecuador,2016-03-01 22:06:37,1
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,1,Zambia,2016-01-31 08:50:38,1
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,0,Guinea-Bissau,2016-04-30 15:27:22,0
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,0,Micronesia,2016-01-13 20:38:35,1
74.54,24,57518.73,219.75,Switchable secondary ability,Alexisland,0,Bahamas,2016-03-30 16:15:59,0
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,1,Cape Verde,2016-04-29 18:53:43,0
87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,1,French Polynesia,2016-06-14 19:48:34,0
60.23,60,46239.14,151.54,Seamless optimal contingency,Port Brenda,1,Saudi Arabia,2016-07-15 15:43:36,1
87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,1,France,2016-03-24 05:38:01,0
78.17,27,65227.79,192.27,Automated mobile model,Portermouth,1,Burundi,2016-04-26 20:57:48,0
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,1,Latvia,2016-01-12 03:28:31,1
85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,1,Morocco,2016-04-09 23:26:42,0
41.16,49,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,1,Venezuela,2016-03-28 09:15:58,1
53.54,39,47314.45,108.03,Optimized systemic capability,Julietown,0,Palau,2016-06-23 11:05:01,1
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,1,Isle of Man,2016-01-24 01:53:14,0
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,1,Peru,2016-04-15 10:18:55,0
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,1,Belgium,2016-04-26 13:13:20,0
70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,0,Croatia,2016-05-16 23:21:06,0
40.19,37,55358.88,136.99,Right-sized system-worthy project,Adamsbury,0,France,2016-01-18 02:51:13,1
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,1,Slovenia,2016-06-20 08:34:46,1
35.76,51,45522.44,195.07,Versatile optimizing projection,North Angelastad,0,Peru,2016-07-18 04:53:22,1
59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,0,Belarus,2016-07-01 01:12:04,1
91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,1,Bolivia,2016-03-07 22:51:00,0
61.04,41,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,0,Benin,2016-05-02 15:31:28,1
74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,0,Wallis and Futuna,2016-07-23 06:18:51,0
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,1,Azerbaijan,2016-06-12 03:11:04,1
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,0,Mongolia,2016-02-15 20:41:05,0
76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,0,Denmark,2016-01-23 01:42:28,0
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,0,Russian Federation,2016-02-26 01:18:44,0
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,0,Brazil,2016-01-11 02:07:14,0
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,1,Ethiopia,2016-04-04 13:56:14,1
44.33,41,43386.07,120.63,Ergonomic empowering frame,Estradashire,0,Guyana,2016-01-14 09:27:59,1
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,1,Ethiopia,2016-04-25 03:18:45,1
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,0,Mauritius,2016-03-05 23:02:11,0
84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,0,Djibouti,2016-01-06 21:43:22,0
83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,0,Syrian Arab Republic,2016-02-18 03:58:36,0
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,1,Saint Martin,2016-04-16 14:15:55,0
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,1,Netherlands Antilles,2016-02-24 06:18:11,0
86.53,46,46500.11,233.36,Networked responsive application,Colemanshire,0,Greece,2016-06-29 01:19:21,0
76.44,26,58820.16,224.2,Distributed intangible database,Troyville,1,Madagascar,2016-01-05 06:34:20,0
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,0,Senegal,2016-07-16 10:14:04,1
85.24,31,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,1,Burkina Faso,2016-06-17 03:23:13,0
74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,1,Czech Republic,2016-06-13 11:06:40,0
82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,0,Lao People's Democratic Republic,2016-04-05 08:18:45,0
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,1,Netherlands Antilles,2016-04-17 18:38:14,0
42.04,49,67323.0,182.11,Organic logistical adapter,New Christinatown,0,Qatar,2016-02-03 16:54:33,1
46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,1,Andorra,2016-04-18 21:07:28,1
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,1,Liechtenstein,2016-06-18 22:31:22,1
71.03,55,28186.65,150.77,Programmable didactic capacity,Port Georgebury,0,China,2016-03-12 07:18:36,1
81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,0,Vietnam,2016-01-15 01:20:05,0
58.05,32,15879.1,195.54,Total asynchronous architecture,Sanderstown,1,Tajikistan,2016-02-12 10:39:10,1
75.0,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,1,Eritrea,2016-02-16 02:29:03,0
79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,0,Monaco,2016-04-04 21:23:13,0
52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,1,Israel,2016-04-24 01:48:21,1
62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,0,Hungary,2016-05-20 00:00:48,1
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,0,Singapore,2016-05-15 03:10:50,0
66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Klineside,1,Cuba,2016-01-07 23:02:43,1
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,0,Reunion,2016-07-19 12:05:58,0
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,1,Zambia,2016-04-04 00:02:20,1
77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,0,Gabon,2016-06-10 04:21:57,0
82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,1,Dominica,2016-03-11 14:50:56,0
39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,1,Bahamas,2016-01-14 20:58:10,1
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,1,Tokelau,2016-06-22 05:22:58,1
87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,0,Turkmenistan,2016-03-19 08:00:58,0
65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,0,Belgium,2016-04-15 15:07:17,1
78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,1,French Guiana,2016-03-28 02:29:19,0
44.15,28,48867.67,141.96,Proactive secondary monitoring,Salazarbury,1,Martinique,2016-01-22 15:03:25,1
43.57,36,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,1,French Polynesia,2016-06-25 17:33:35,1
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,0,Ecuador,2016-03-04 14:33:38,0
42.06,34,43241.19,131.55,Multi-layered secondary software,Jamesmouth,0,Puerto Rico,2016-06-29 02:48:44,1
76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,1,United Arab Emirates,2016-06-18 01:42:37,0
74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,1,Burkina Faso,2016-01-31 09:57:34,0
73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,1,Luxembourg,2016-05-22 15:17:25,0
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,0,Jamaica,2016-07-22 11:05:10,0
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,1,Antarctica (the territory South of 60 deg S),2016-07-13 14:05:22,0
87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,0,China,2016-02-11 11:50:26,0
87.16,37,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,1,Western Sahara,2016-03-16 20:33:10,0
66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,1,Lebanon,2016-04-25 19:31:39,1
65.15,29,41335.84,117.3,Expanded value-added emulation,Brandonbury,0,Hong Kong,2016-07-14 22:43:29,1
68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,1,Vanuatu,2016-05-30 08:02:35,0
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,0,Vanuatu,2016-02-14 11:36:08,0
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Leahside,0,Guatemala,2016-01-23 21:15:57,1
80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,0,Greenland,2016-07-18 02:51:19,0
86.76,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,0,Syrian Arab Republic,2016-02-10 08:21:13,0
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,0,Saint Helena,2016-01-04 06:37:15,0
58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,1,Lebanon,2016-06-05 21:38:22,0
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,0,Malta,2016-06-01 03:17:50,1
87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,1,Christmas Island,2016-03-06 06:51:23,1
77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,0,Ukraine,2016-02-26 19:35:54,0
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,0,Malta,2016-07-13 14:30:14,0
78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,1,Italy,2016-06-29 07:20:46,0
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,0,Japan,2016-03-15 06:54:21,1
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,0,Mauritius,2016-06-11 06:47:55,0
46.89,48,72553.94,176.78,Polarized mission-critical structure,Chaseshire,1,Turkey,2016-07-17 13:22:43,1
77.8,57,43708.88,152.94,Virtual executive implementation,Destinyfurt,0,Namibia,2016-02-14 14:38:01,1
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,0,China,2016-05-04 05:01:37,1
69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,1,Netherlands,2016-05-20 12:17:28,0
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,1,Gibraltar,2016-01-26 02:47:17,0
49.42,53,45465.25,128.0,Ameliorated well-modulated complexity,Jacquelineshire,1,Congo,2016-07-07 18:07:19,1
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,1,Senegal,2016-01-11 12:46:31,0
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,North Mark,0,Hungary,2016-05-12 12:11:12,1
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,1,Pitcairn Islands,2016-02-28 23:21:22,1
